r_max,eta,n_max
1.84,0.9,4
1.85,0.9,4
1.86,0.9,4
1.87,0.9,4
1.8800000000000001,0.9,4
1.8900000000000001,0.9,4
1.9000000000000001,0.9,4
1.9100000000000001,0.9,4
1.92,0.9,4
1.93,0.9,4
1.94,0.9,4
1.95,0.9,4
1.96,0.9,4
1.97,0.9,4
1.98,0.9,4
1.99,0.9,4
2.0,0.9,4
2.0100000000000002,0.9,4
2.02,0.9,4
2.0300000000000002,0.9,4
2.04,0.9,4
2.05,0.9,4
2.06,0.9,4
2.07,0.9,4
2.08,0.9,4
2.09,0.9,4
2.1,0.9,4
2.11,0.9,4
2.12,0.9,4
2.13,0.9,4
2.14,0.9,4
2.15,0.9,4
2.16,0.9,4
2.17,0.9,4
2.18,0.9,4
2.19,0.9,4
2.2,0.9,4
2.21,0.9,4
2.22,0.9,4
2.23,0.9,4
2.24,0.9,4
2.25,0.9,4
2.2600000000000002,0.9,4
2.27,0.9,4
2.2800000000000002,0.9,4
2.29,0.9,4
2.3000000000000003,0.9,4
2.31,0.9,4
2.32,0.9,4
2.33,0.9,4
2.34,0.9,4
2.35,0.9,4
2.36,0.9,4
2.37,0.9,4
2.38,0.9,4
2.39,0.9,4
2.4,0.9,4
2.41,0.9,4
2.42,0.9,4
2.43,0.9,4
2.44,0.9,4
2.45,0.9,4
2.46,0.9,4
2.47,0.9,4
2.48,0.9,4
2.49,0.9,4
2.5,0.9,4
2.5100000000000002,0.9,4
2.52,0.9,4
2.5300000000000002,0.9,4
2.54,0.9,4
2.5500000000000003,0.9,4
2.56,0.9,4
2.57,0.9,4
2.58,0.9,4
2.59,0.9,4
2.6,0.9,4
2.61,0.9,4
2.62,0.9,4
2.63,0.9,4
2.64,0.9,4
2.65,0.9,4
2.66,0.9,4
2.67,0.9,4
2.68,0.9,4
2.69,0.9,4
2.7,0.9,4
2.71,0.9,4
2.72,0.9,4
2.73,0.9,4
2.74,0.9,4
2.75,0.9,4
2.7600000000000002,0.9,4
2.77,0.9,4
2.7800000000000002,0.9,4
2.79,0.9,4
2.8000000000000003,0.9,4
2.81,0.9,4
2.82,0.9,4
2.83,0.9,4
2.84,0.9,4
2.85,0.9,4
2.86,0.9,4
2.87,0.9,4
2.88,0.9,4
2.89,0.9,4
2.9,0.9,4
2.91,0.9,4
2.92,0.9,4
2.93,0.9,4
2.94,0.9,4
2.95,0.9,4
2.96,0.9,4
2.97,0.9,4
2.98,0.9,4
2.99,0.9,4
3.0,0.9,4
0.0,0.95,0
0.01,0.95,0
0.02,0.95,0
0.03,0.95,0
0.04,0.95,0
0.05,0.95,0
0.06,0.95,1
0.07,0.95,1
0.08,0.95,1
0.09,0.95,1
0.1,0.95,1
0.11,0.95,1
0.12,0.95,2
0.13,0.95,2
0.14,0.95,2
0.15,0.95,2
0.16,0.95,2
0.17,0.95,2
0.18,0.95,2
0.19,0.95,3
0.2,0.95,3
0.21,0.95,3
0.22,0.95,3
0.23,0.95,3
0.24,0.95,3
0.25,0.95,3
0.26,0.95,3
0.27,0.95,3
0.28,0.95,4
0.29,0.95,4
0.3,0.95,4
0.31,0.95,4
0.32,0.95,4
0.33,0.95,4
0.34,0.95,4
0.35000000000000003,0.95,4
0.36,0.95,4
0.37,0.95,4
0.38,0.95,5
0.39,0.95,5
0.4,0.95,5
0.41000000000000003,0.95,5
0.42,0.95,5
0.43,0.95,5
0.44,0.95,5
0.45,0.95,5
0.46,0.95,5
0.47000000000000003,0.95,5
0.48,0.95,5
0.49,0.95,5
0.5,0.95,6
0.51,0.95,6
0.52,0.95,6
0.53,0.95,6
0.54,0.95,6
0.55,0.95,6
0.56,0.95,6
0.5700000000000001,0.95,6
0.58,0.95,6
0.59,0.95,6
0.6,0.95,6
0.61,0.95,6
0.62,0.95,6
0.63,0.95,6
0.64,0.95,6
0.65,0.95,6
0.66,0.95,6
0.67,0.95,7
0.68,0.95,7
0.6900000000000001,0.95,7
0.7000000000000001,0.95,7
0.71,0.95,7
0.72,0.95,7
0.73,0.95,7
0.74,0.95,7
0.75,0.95,7
0.76,0.95,7
0.77,0.95,7
0.78,0.95,7
0.79,0.95,7
0.8,0.95,7
0.81,0.95,7
0.8200000000000001,0.95,7
0.8300000000000001,0.95,7
0.84,0.95,7
0.85,0.95,7
0.86,0.95,7
0.87,0.95,7
0.88,0.95,7
0.89,0.95,7
0.9,0.95,7
0.91,0.95,7
0.92,0.95,7
0.93,0.95,8
0.9400000000000001,0.95,8
0.9500000000000001,0.95,8
0.96,0.95,8
0.97,0.95,8
0.98,0.95,8
0.99,0.95,8
1.0,0.95,8
1.01,0.95,8
1.02,0.95,8
1.03,0.95,8
1.04,0.95,8
1.05,0.95,8
1.06,0.95,8
1.07,0.95,8
1.08,0.95,8
1.09,0.95,8
1.1,0.95,8
1.11,0.95,8
1.12,0.95,8
1.1300000000000001,0.95,8
1.1400000000000001,0.95,8
1.1500000000000001,0.95,8
1.16,0.95,8
1.17,0.95,8
1.18,0.95,8
1.19,0.95,8
1.2,0.95,8
1.21,0.95,8
1.22,0.95,8
1.23,0.95,8
1.24,0.95,8
1.25,0.95,8
1.26,0.95,8
1.27,0.95,8
1.28,0.95,8
1.29,0.95,8
1.3,0.95,8
1.31,0.95,8
1.32,0.95,8
1.33,0.95,8
1.34,0.95,8
1.35,0.95,8
1.36,0.95,8
1.37,0.95,8
1.3800000000000001,0.95,8
1.3900000000000001,0.95,8
1.4000000000000001,0.95,8
1.41,0.95,8
1.42,0.95,8
1.43,0.95,8
1.44,0.95,8
1.45,0.95,8
1.46,0.95,8
1.47,0.95,8
1.48,0.95,9
1.49,0.95,9
1.5,0.95,9
1.51,0.95,9
1.52,0.95,9
1.53,0.95,9
1.54,0.95,9
1.55,0.95,9
1.56,0.95,9
1.57,0.95,9
1.58,0.95,9
1.59,0.95,9
1.6,0.95,9
1.61,0.95,9
1.62,0.95,9
1.6300000000000001,0.95,9
1.6400000000000001,0.95,9
1.6500000000000001,0.95,9
1.6600000000000001,0.95,9
1.67,0.95,9
1.68,0.95,9
1.69,0.95,9
1.7,0.95,9
1.71,0.95,9
1.72,0.95,9
1.73,0.95,9
1.74,0.95,9
1.75,0.95,9
1.76,0.95,9
1.77,0.95,9
1.78,0.95,9
1.79,0.95,9
1.8,0.95,9
1.81,0.95,9
1.82,0.95,9
1.83,0.95,9
1.84,0.95,9
1.85,0.95,9
1.86,0.95,9
1.87,0.95,9
1.8800000000000001,0.95,9
1.8900000000000001,0.95,9
1.9000000000000001,0.95,9
1.9100000000000001,0.95,9
1.92,0.95,9
1.93,0.95,9
1.94,0.95,9
1.95,0.95,9
1.96,0.95,9
1.97,0.95,9
1.98,0.95,9
1.99,0.95,9
2.0,0.95,9
2.0100000000000002,0.95,9
2.02,0.95,9
2.0300000000000002,0.95,9
2.04,0.95,9
2.05,0.95,9
2.06,0.95,9
2.07,0.95,9
2.08,0.95,9
2.09,0.95,9
2.1,0.95,9
2.11,0.95,9
2.12,0.95,9
2.13,0.95,9
2.14,0.95,9
2.15,0.95,9
2.16,0.95,9
2.17,0.95,9
2.18,0.95,9
2.19,0.95,9
2.2,0.95,9
2.21,0.95,9
2.22,0.95,9
2.23,0.95,9
2.24,0.95,9
2.25,0.95,9
2.2600000000000002,0.95,9
2.27,0.95,9
2.2800000000000002,0.95,9
2.29,0.95,9
2.3000000000000003,0.95,9
2.31,0.95,9
2.32,0.95,9
2.33,0.95,9
2.34,0.95,9
2.35,0.95,9
2.36,0.95,9
2.37,0.95,9
2.38,0.95,9
2.39,0.95,9
2.4,0.95,9
2.41,0.95,9
2.42,0.95,9
2.43,0.95,9
2.44,0.95,9
2.45,0.95,9
2.46,0.95,9
2.47,0.95,9
2.48,0.95,9
2.49,0.95,9
2.5,0.95,9
2.5100000000000002,0.95,9
2.52,0.95,9
2.5300000000000002,0.95,9
2.54,0.95,9
2.5500000000000003,0.95,9
2.56,0.95,9
2.57,0.95,9
2.58,0.95,9
2.59,0.95,9
2.6,0.95,9
2.61,0.95,9
2.62,0.95,9
2.63,0.95,9
2.64,0.95,9
2.65,0.95,9
2.66,0.95,9
2.67,0.95,9
2.68,0.95,9
2.69,0.95,9
2.7,0.95,9
2.71,0.95,9
2.72,0.95,9
2.73,0.95,9
2.74,0.95,9
2.75,0.95,9
2.7600000000000002,0.95,9
2.77,0.95,9
2.7800000000000002,0.95,9
2.79,0.95,9
2.8000000000000003,0.95,9
2.81,0.95,9
2.82,0.95,9
2.83,0.95,9
2.84,0.95,9
2.85,0.95,9
2.86,0.95,9
2.87,0.95,9
2.88,0.95,9
2.89,0.95,9
2.9,0.95,9
2.91,0.95,9
2.92,0.95,9
2.93,0.95,9
2.94,0.95,9
2.95,0.95,9
2.96,0.95,9
2.97,0.95,9
2.98,0.95,9
2.99,0.95,9
3.0,0.95,9
0.0,0.99,0
0.01,0.99,0
0.02,0.99,1
0.03,0.99,2
0.04,0.99,3
0.05,0.99,4
0.06,0.99,5
0.07,0.99,6
0.08,0.99,7
0.09,0.99,8
0.1,0.99,8
0.11,0.99,9
0.12,0.99,10
0.13,0.99,11
0.14,0.99,12
0.15,0.99,12
0.16,0.99,13
0.17,0.99,14
0.18,0.99,14
0.19,0.99,15
0.2,0.99,16
0.21,0.99,16
0.22,0.99,17
0.23,0.99,18
0.24,0.99,18
0.25,0.99,19
0.26,0.99,20
0.27,0.99,20
0.28,0.99,21
0.29,0.99,21
0.3,0.99,22
0.31,0.99,22
0.32,0.99,23
0.33,0.99,23
0.34,0.99,24
0.35000000000000003,0.99,24
0.36,0.99,25
0.37,0.99,25
0.38,0.99,26
0.39,0.99,26
0.4,0.99,27
0.41000000000000003,0.99,27
0.42,0.99,28
0.43,0.99,28
0.44,0.99,28
0.45,0.99,29
0.46,0.99,29
0.47000000000000003,0.99,30
0.48,0.99,30
0.49,0.99,30
0.5,0.99,31
0.51,0.99,31
0.52,0.99,32
0.53,0.99,32
0.54,0.99,32
0.55,0.99,33
0.56,0.99,33
0.5700000000000001,0.99,33
0.58,0.99,33
0.59,0.99,34
0.6,0.99,34
0.61,0.99,34
0.62,0.99,35
0.63,0.99,35
0.64,0.99,35
0.65,0.99,36
0.66,0.99,36
0.67,0.99,36
0.68,0.99,36
0.6900000000000001,0.99,37
0.7000000000000001,0.99,37
0.71,0.99,37
0.72,0.99,37
0.73,0.99,38
0.74,0.99,38
0.75,0.99,38
0.76,0.99,38
0.77,0.99,38
0.78,0.99,39
0.79,0.99,39
0.8,0.99,39
0.81,0.99,39
0.8200000000000001,0.99,39
0.8300000000000001,0.99,40
0.84,0.99,40
0.85,0.99,40
0.86,0.99,40
0.87,0.99,40
0.88,0.99,40
0.89,0.99,41
0.9,0.99,41
0.91,0.99,41
0.92,0.99,41
0.93,0.99,41
0.9400000000000001,0.99,41
0.9500000000000001,0.99,42
0.96,0.99,42
0.97,0.99,42
0.98,0.99,42
0.99,0.99,42
1.0,0.99,42
1.01,0.99,42
1.02,0.99,43
1.03,0.99,43
1.04,0.99,43
1.05,0.99,43
1.06,0.99,43
1.07,0.99,43
1.08,0.99,43
1.09,0.99,43
1.1,0.99,44
1.11,0.99,44
1.12,0.99,44
1.1300000000000001,0.99,44
1.1400000000000001,0.99,44
1.1500000000000001,0.99,44
1.16,0.99,44
1.17,0.99,44
1.18,0.99,44
1.19,0.99,44
1.2,0.99,45
1.21,0.99,45
1.22,0.99,45
1.23,0.99,45
1.24,0.99,45
1.25,0.99,45
1.26,0.99,45
1.27,0.99,45
1.28,0.99,45
1.29,0.99,45
1.3,0.99,45
1.31,0.99,45
1.32,0.99,45
1.33,0.99,46
1.34,0.99,46
1.35,0.99,46
1.36,0.99,46
1.37,0.99,46
1.3800000000000001,0.99,46
1.3900000000000001,0.99,46
1.4000000000000001,0.99,46
1.41,0.99,46
1.42,0.99,46
1.43,0.99,46
1.44,0.99,46
1.45,0.99,46
1.46,0.99,46
1.47,0.99,46
1.48,0.99,46
1.49,0.99,46
1.5,0.99,47
1.51,0.99,47
1.52,0.99,47
1.53,0.99,47
1.54,0.99,47
1.55,0.99,47
1.56,0.99,47
1.57,0.99,47
1.58,0.99,47
1.59,0.99,47
1.6,0.99,47
1.61,0.99,47
1.62,0.99,47
1.6300000000000001,0.99,47
1.6400000000000001,0.99,47
1.6500000000000001,0.99,47
1.6600000000000001,0.99,47
1.67,0.99,47
1.68,0.99,47
1.69,0.99,47
1.7,0.99,47
1.71,0.99,47
1.72,0.99,47
1.73,0.99,47
1.74,0.99,47
1.75,0.99,48
1.76,0.99,48
1.77,0.99,48
1.78,0.99,48
1.79,0.99,48
1.8,0.99,48
1.81,0.99,48
1.82,0.99,48
1.83,0.99,48
1.84,0.99,48
1.85,0.99,48
1.86,0.99,48
1.87,0.99,48
1.8800000000000001,0.99,48
1.8900000000000001,0.99,48
1.9000000000000001,0.99,48
1.9100000000000001,0.99,48
1.92,0.99,48
1.93,0.99,48
1.94,0.99,48
1.95,0.99,48
1.96,0.99,48
1.97,0.99,48
1.98,0.99,48
1.99,0.99,48
2.0,0.99,48
2.0100000000000002,0.99,48
2.02,0.99,48
2.0300000000000002,0.99,48
2.04,0.99,48
2.05,0.99,48
2.06,0.99,48
2.07,0.99,48
2.08,0.99,48
2.09,0.99,48
2.1,0.99,48
2.11,0.99,48
2.12,0.99,48
2.13,0.99,48
2.14,0.99,48
2.15,0.99,48
2.16,0.99,48
2.17,0.99,48
2.18,0.99,48
2.19,0.99,48
2.2,0.99,48
2.21,0.99,48
2.22,0.99,48
2.23,0.99,48
2.24,0.99,48
2.25,0.99,48
2.2600000000000002,0.99,48
2.27,0.99,48
2.2800000000000002,0.99,48
2.29,0.99,48
2.3000000000000003,0.99,49
2.31,0.99,49
2.32,0.99,49
2.33,0.99,49
2.34,0.99,49
2.35,0.99,49
2.36,0.99,49
2.37,0.99,49
2.38,0.99,49
2.39,0.99,49
2.4,0.99,49
2.41,0.99,49
2.42,0.99,49
2.43,0.99,49
2.44,0.99,49
2.45,0.99,49
2.46,0.99,49
2.47,0.99,49
2.48,0.99,49
2.49,0.99,49
2.5,0.99,49
2.5100000000000002,0.99,49
2.52,0.99,49
2.5300000000000002,0.99,49
2.54,0.99,49
2.5500000000000003,0.99,49
2.56,0.99,49
2.57,0.99,49
2.58,0.99,49
2.59,0.99,49
2.6,0.99,49
2.61,0.99,49
2.62,0.99,49
2.63,0.99,49
2.64,0.99,49
2.65,0.99,49
2.66,0.99,49
2.67,0.99,49
2.68,0.99,49
2.69,0.99,49
2.7,0.99,49
2.71,0.99,49
2.72,0.99,49
2.73,0.99,49
2.74,0.99,49
2.75,0.99,49
2.7600000000000002,0.99,49
2.77,0.99,49
2.7800000000000002,0.99,49
2.79,0.99,49
2.8000000000000003,0.99,49
2.81,0.99,49
2.82,0.99,49
2.83,0.99,49
2.84,0.99,49
2.85,0.99,49
2.86,0.99,49
2.87,0.99,49
2.88,0.99,49
2.89,0.99,49
2.9,0.99,49
2.91,0.99,49
2.92,0.99,49
2.93,0.99,49
2.94,0.99,49
2.95,0.99,49
2.96,0.99,49
2.97,0.99,49
2.98,0.99,49
2.99,0.99,49
3.0,0.99,49
